angle,real1,imag1,real2,imag2,real3,imag3,real4,imag4,real5,imag5,real6,imag6
0.000000000000000,-0.012297246670030,-0.011949482264820,-0.004534219211722,-0.000223580189527,0.003253047033856,0.003419608947735,0.000957261866561,-0.000580013944242,0.004287281995823,0.002697867378828,-0.007132407990371,-0.001272685911666
0.628318530717959,0.003554440282527,0.003699055602500,-0.002123280575981,-0.007522076613356,0.000349820962391,0.000002587723624,0.000572941162927,0.002223985934947,-0.001025698752529,-0.000278070765838,-0.000561278666903,-0.003914212661822
1.256637061435917,-0.005612234110206,-0.003961062932569,-0.012600324299607,-0.005419122762784,0.009928946442489,0.008136585896812,0.003912502471742,0.001064504783012,0.001613712294217,0.000278269333624,-0.002737482306838,-0.001006415783056
1.884955592153876,0.000893108887374,0.001702162178132,0.010640827471824,0.007863009737030,-0.005487679851855,-0.008777439784545,-0.008333221552562,-0.003804686425503,-0.000842790640501,-0.000473935062064,0.002037763261511,0.000524482940171
2.513274122871834,0.001056138759756,0.000576147655118,-0.001449364856890,-0.005027922769185,0.001254373235912,0.002159665560396,0.004010142338860,0.010645749475091,-0.002164685300136,0.000220689933666,-0.000639155960524,-0.002202655270471
3.141592653589793,-0.000515744427083,0.001062255575774,0.002945701737700,0.004082228371638,-0.001541209772319,-0.007181851036185,-0.012210305352864,-0.011745437350746,-0.000667399567165,-0.004560798495126,0.003079859992817,0.003507303069730
3.769911184307752,0.002814847414541,0.000489809294891,-0.000470427748201,-0.001146618672041,-0.004102412692022,-0.000504763653637,0.003854747352170,0.003547157555779,-0.007613460138983,-0.002177475203317,0.000017917175174,0.000459909748894
4.398229715025710,0.001228200268575,0.004069049479627,0.000464432438888,0.001637427474074,-0.001018494972972,-0.002715853748204,-0.004312502278788,-0.005513005939601,-0.005489815472687,-0.012443167291103,0.008462279756469,0.009832032378588
5.026548245743669,-0.003990666358451,-0.007907630121407,-0.000535887568848,-0.000789733443482,0.000496892697661,0.001914886464421,0.001642675183540,0.000558179541143,0.008242142615855,0.010354665569812,-0.008959355230982,-0.005565321365604
5.654866776461628,0.010808275332397,0.003549569454990,0.000029708827458,-0.002167464489274,-0.002078493318578,-0.000305042815116,0.000326418520242,0.000585792056637,-0.004931277017256,-0.001172764480367,0.002152036769311,0.000999987896648
